file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military,..Human right,..defend itself,..Self-defence,..Self-defense,..self defense,..self defence
see inside tunnels idf alleges hamas used under khan younis_output.json,h0jZLZa-UQY,20240111,1265,0,5,4,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
see palestinian man's point of view while evacuating gaza city_output.json,9QlVX2XMtms,20231117,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see protests in jerusalem calling for netanyahu to resign_output.json,YRKIfnQnWto,20240401,1697,0,11,5,11,5,0,0,2,0,3,21,1,10,0,0,0,8,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
see the new weapon israel is using to fight hamas_output.json,u1EYsf7b9_0,20231023,1918,0,11,1,7,1,1,0,0,0,0,10,4,3,1,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
see training camps used by hamas for attack on israel_output.json,koXBvLert_g,20231013,793,0,2,2,7,2,0,0,0,1,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
see what cnn reporter saw inside hospital basement in gaza_output.json,NP6raWKH7DA,20231114,1420,0,4,6,11,5,0,0,0,0,0,0,0,3,1,0,0,0,29,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
see what it looks like at egypt-gaza crossing where anger is growing_output.json,FAPu4FLd2pk,20231021,1036,0,4,4,0,3,0,1,6,0,1,0,4,1,4,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
see what life looks like in southern gaza for evacuees_output.json,ss0ASA9mcQ8,20231017,1840,0,13,16,15,3,3,0,2,6,2,4,4,3,2,0,0,1,0,2,1,1,5,1,9,0,1,2,0,0,0,1,3,0,1,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
see what trump said about us involvement in israel-hamas war_output.json,SBtJMBIG-n4,20231110,1083,0,4,1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior hamas leader killed in attack in beirut_output.json,EOhZBj3Xidk,20240103,1659,0,8,1,10,7,3,0,0,4,0,2,0,3,0,0,0,1,0,0,0,13,9,4,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
she says israeli military killed her husband and daughter_output.json,,,1865,0,3,10,4,5,0,0,0,4,0,2,0,13,0,4,0,1,3,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
should congress set conditions on israel aid hear what this representative thinks_output.json,8NklBbp7BMI,20231202,1569,0,20,5,18,4,0,0,5,1,0,0,1,2,1,0,0,0,1,2,0,5,6,0,15,0,2,0,0,0,0,1,3,0,1,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
sources hamas used landlines to avoid detection and plan attack_output.json,nz7pS3Hwle8,20231024,2025,0,4,11,25,1,0,0,0,3,0,3,1,10,1,0,0,1,1,0,1,4,2,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0
sources say 2 more hostages released by hamas_output.json,-S-CE_zE5wk,20231023,1321,0,6,7,12,1,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tapper key members of netanyahu’s cabinet ‘throwing fire on the flames’_output.json,rFl2AuVhbMM,20231116,433,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tensions rising among house democrats over gaza hospital explosion_output.json,yWBe2XYJZMs,20231020,755,1,8,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the history of gaza in 2 minutes_output.json,zdq3NVtT6Nc,20231009,372,0,12,7,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"the situation is absolutely ‘apocalyptic,’ says surgeon on his recent trip to gaza_output.json",9h8FeGqPO7w,20240530,2111,0,1,6,4,1,0,0,1,0,0,0,1,4,0,0,0,0,21,0,0,2,4,0,5,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
their loved ones are still held hostage by hamas_output.json,,,1457,0,3,2,9,0,0,0,0,1,1,0,1,3,1,0,0,1,0,3,0,0,5,0,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
this father went to get birth certificates for newborn twins_output.json,,,1456,0,11,5,10,1,4,0,0,3,0,0,1,7,0,0,0,5,4,3,5,2,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
this is how israel enabled qatar to send millions to gaza_output.json,JTQQKvdm7Ds,20231212,585,0,4,3,7,0,0,0,0,0,0,2,0,5,2,0,0,8,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
this israeli battalion has a history of abuse_output.json,,,973,0,5,4,0,1,0,0,0,2,5,0,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,11,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0
thousands of palestinians flee south on foot as israel steps up offensive in gaza city_output.json,3N5Vu_28aNw,20231109,1237,0,13,11,2,3,3,0,0,6,4,0,0,8,1,0,0,0,2,1,2,4,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
threats of all-out war grow between israel and hezbollah_output.json,3-g3tHgUfW0,20240624,996,0,10,1,0,13,0,0,0,1,0,2,1,4,0,0,0,1,0,0,3,2,0,8,1,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top un court orders israel to prevent genocide in gaza_output.json,yetveeYbHXc,20240126,1796,4,31,13,5,7,0,0,1,3,4,0,5,2,3,0,0,2,0,0,4,0,2,0,3,0,0,1,0,0,0,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"two american hostages being released by hamas, sources say_output.json",9Hh0yIQ0zoo,20231020,2212,0,13,15,30,0,0,0,2,3,0,2,3,4,4,0,0,0,0,1,1,2,1,0,2,0,2,0,0,0,5,0,1,0,0,0,0,4,3,0,4,24,0,0,0,0,0,1,1,0,0,1,3,2,0,3,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
us has 'reason to believe' american will be released by hamas during exchange_output.json,Sr_jubWhmZM,20231126,1925,0,10,4,17,2,0,0,2,3,0,4,0,5,6,0,0,6,0,2,7,1,1,0,1,0,0,0,0,0,1,0,6,2,1,1,0,0,2,0,4,20,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
us intel hezbollah could be getting russian missile system_output.json,_BjBr7Kf8rA,20231103,1207,0,14,2,2,8,6,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,14,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
us intelligence warned of potential for gaza clash in days before attack_output.json,ViGf_NojEWg,20231013,2050,0,13,8,11,1,0,0,0,3,0,3,1,6,2,0,0,0,0,2,0,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
veteran reporter shows what it's like inside hamas tunnels under gaza_output.json,9LVVrfvv9BM,20231017,769,0,0,2,2,0,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video appears to show children among palestinian men stripped and detained by idf_output.json,SowH3PeXNsw,20231228,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video shows chaos and horror following israel's latest airstrike to refugee camp in gaza_output.json,pWd-0OiOI9M,20231102,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video shows extensive airstrikes on gaza_output.json,6SVwfkHvlNg,20231027,1668,0,4,12,4,3,0,0,2,4,0,0,0,7,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
video shows helicopter rescue of israeli hostages_output.json,l-RBT5KE_Z4,20240608,1503,0,4,7,8,2,0,0,0,5,4,7,2,3,0,6,0,2,4,3,2,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video shows journey one woman took to escape shooting at music festival_output.json,I5yAK7kt0os,20231010,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video shows palestinians fighting to get hold of ration packs_output.json,TwTfedTjXOA,20240227,1729,0,0,18,1,2,0,0,14,1,5,0,1,3,3,0,0,0,0,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
video shows rocket strike about 100 meters from cnn reporter_output.json,RqpU_UKN3TI,20231104,1936,0,16,12,26,5,0,0,2,1,0,0,3,3,1,0,0,1,5,4,1,4,5,0,9,0,6,1,0,0,3,2,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
videos show civilian hostages released by hamas_output.json,HNPh803AUEA,20231125,1870,0,4,5,9,0,0,1,1,2,0,2,0,9,1,0,0,0,11,5,1,2,4,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
videos show impact of strikes on children in gaza_output.json,g21TVxor7iE,20231013,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viral video of usc professor's encounter with pro-palestinian students sparks controversy_output.json,FHDxzn3kgUA,20231211,1098,1,3,2,2,1,0,3,0,0,2,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volunteer israeli medic recounts horror of hamas attack_output.json,Q0NQFeLzsd8,20231022,1697,0,5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watch as iron dome intercepts hamas' rockets over cnn correspondent's head_output.json,ni1vHdQtWbs,20231010,1826,0,1,7,6,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weapons used by hamas militants appear to be russian or chinese made_output.json,Cyp03W2SXyc,20231014,1470,0,8,7,16,2,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,3,3,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
wesley clark israeli’s militarily have to do this_output.json,LX0UE92QqDw,20231115,1672,0,5,8,16,2,0,0,0,4,2,6,0,1,0,0,0,0,12,0,0,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what might be giving israel pause before incursion expert lays out possible factors_output.json,aCugwURWg7Q,20231022,1306,0,4,5,2,0,0,0,0,3,0,10,1,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
"when hamas attacked, this group of volunteers fought back and won_output.json",NYhUr70aXZE,20231020,2183,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"white house says it is watching iranian threat ‘very, very closely’_output.json",M1xlEYfPiyk,20240412,1744,0,26,0,0,5,24,0,0,5,0,8,0,12,0,0,0,1,0,0,2,15,1,4,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
white house warns israel over post-war plans for gaza_output.json,A3TWRghbSsc,20231107,1596,0,4,8,7,2,3,0,0,4,0,2,3,2,0,0,0,2,0,0,9,5,3,1,0,0,2,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0
who is the leader of hamas in gaza_output.json,1wfmV0qOQow,20231018,1356,0,11,8,14,5,2,0,0,4,5,0,3,4,0,0,0,1,0,1,0,3,3,3,4,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"why gaetz doesn't regret ousting mccarthy, even amid israel-hamas conflict_output.json",3fMALiXAduU,20231014,1897,0,17,2,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
why retired general thinks hostage exchange is a 'net loss' for israel_output.json,VCgcvGM2QUU,20231126,859,0,9,2,11,0,1,0,0,11,0,4,1,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,5,0,0,0,0,0,0
why some ultra-orthodox jews are enlisting in the idf_output.json,IWLNF_s6xkM,20231030,771,0,9,0,3,1,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
why this expert thinks everyone's mental health is 'at risk' from israel-hamas war_output.json,VlQiCdqFURM,20231014,1068,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman recalls being told her sister was killed by hamas at nova festival_output.json,SR_EAWjPUM0,20231021,1182,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman's daughter was killed by hamas_output.json,,,1712,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young girl exits ambulance at rafah crossing amid hostage release_output.json,zvYqPJeFUV8,20231124,1878,0,9,3,3,0,0,0,0,1,0,0,0,7,0,0,1,0,3,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
‘inconceivable’ bernie sanders slams netanyahu’s approach to war against hamas_output.json,upZ61_Kb_ZM,20240618,843,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
‘iran’s useful idiots’ netanyahu calls out protesters during speech to congress_output.json,RUUqUNYFcmo,20240724,1913,2,21,8,4,2,7,0,4,4,0,0,0,8,0,1,0,2,0,1,7,0,2,1,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,4,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
‘it wont be hezbollah alone’ lebanon’s fm warns against israeli invasion_output.json,5K-aUvgP8sE,20240728,1710,0,17,0,1,4,2,1,0,2,0,1,0,10,0,0,0,2,0,2,9,23,2,22,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0
‘no nation is liberated without sacrifices’ how hamas frames casualties of war_output.json,e93Pu6fqlnU,20231107,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
‘that sounds like ethnic cleansing’ cnn questions lead figure in israel’s settler movement_output.json,FkXJwErm8DM,20240320,1255,0,9,18,0,1,0,0,0,0,0,4,2,5,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
‘we feel alone’ schumer addresses antisemitism_output.json,1UKGQ3ORCkc,20231129,669,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
‘you decided to still drop a bomb’ wolf presses idf spokesman on israeli airstrike on refugee camp_output.json,hyqFFsRifFM,20231101,646,0,2,2,6,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,2,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
